ubigeo,place,address,department,province,district,copy_code,observation,description,candidates,total_citizens,partido_politico_nacional_peru_libre_total_valids,partido_politico_nacional_peru_libre_total_emiteds,partido_politico_nacional_peru_libre_code,partido_politico_nacional_peru_libre_congresal,partido_politico_nacional_peru_libre_list_code,fuerza_popular_total_valids,fuerza_popular_total_emiteds,fuerza_popular_code,fuerza_popular_congresal,fuerza_popular_list_code,total_votos_validos_total_valids,total_votos_validos_total_emiteds,total_votos_validos_code,total_votos_validos_congresal,votos_en_blanco_total_valids,votos_en_blanco_total_emiteds,votos_en_blanco_code,votos_en_blanco_congresal,votos_nulos_total_valids,votos_nulos_total_emiteds,votos_nulos_code,votos_nulos_congresal,votos_impugnados_total_valids,votos_impugnados_total_emiteds,votos_impugnados_code,votos_impugnados_congresal,total_votos_emitidos_total_valids,total_votos_emitidos_total_emiteds,total_votos_emitidos_code,total_votos_emitidos_congresal
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,93B,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,135,44.531,42.222,00000014,57,1,55.469,52.593,00000007,71,2,100.000,94.815,None,128,None,1.481,80,2,None,3.704,80,5,None,0.000,80,0,94.815,100.000,None,135
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,96G,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,106,52.475,50.000,00000014,53,1,47.525,45.283,00000007,48,2,100.000,95.283,None,101,None,0.943,80,1,None,3.774,80,4,None,0.000,80,0,95.283,100.000,None,106
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,94A,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,127,41.379,37.795,00000014,48,1,58.621,53.543,00000007,68,2,100.000,91.339,None,116,None,3.150,80,4,None,5.512,80,7,None,0.000,80,0,91.339,100.000,None,127
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,92O,OTRAS OBSERVACIONES,ACTA ELECTORAL PARA ENVÍO AL JEE,0,108,#,#,00000014,#,1,100.000,88.406,00000007,61,2,100.000,88.406,None,61,None,#,80,#,None,11.594,80,8,None,0.000,80,0,88.406,100.000,None,69
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,91V,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,116,55.660,50.862,00000014,59,1,44.340,40.517,00000007,47,2,100.000,91.379,None,106,None,0.862,80,1,None,7.759,80,9,None,0.000,80,0,91.379,100.000,None,116
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,95S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,147,52.174,48.980,00000014,72,1,47.826,44.898,00000007,66,2,100.000,93.878,None,138,None,0.680,80,1,None,5.442,80,8,None,0.000,80,0,93.878,100.000,None,147
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,92P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,146,51.880,47.260,00000014,69,1,48.120,43.836,00000007,64,2,100.000,91.096,None,133,None,0.685,80,1,None,8.219,80,12,None,0.000,80,0,91.096,100.000,None,146
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,95L,OTRAS OBSERVACIONES,ACTA ELECTORAL PARA ENVÍO AL JEE,0,118,44.037,40.336,00000014,48,1,55.963,51.261,00000007,61,2,100.000,91.597,None,109,None,1.681,80,2,None,5.882,80,7,None,0.840,80,1,91.597,100.000,None,119
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,92K,VOTOS IMPUGNADOS,ACTA ELECTORAL PARA ENVÍO AL JEE,0,107,41.414,38.318,00000014,41,1,58.586,54.206,00000007,58,2,100.000,92.523,None,99,None,0.000,80,0,None,5.607,80,6,None,1.869,80,2,92.523,100.000,None,107
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,94P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,122,44.068,42.623,00000014,52,1,55.932,54.098,00000007,66,2,100.000,96.721,None,118,None,0.820,80,1,None,2.459,80,3,None,0.000,80,0,96.721,100.000,None,122
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,93G,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,124,42.105,38.710,00000014,48,1,57.895,53.226,00000007,66,2,100.000,91.935,None,114,None,0.000,80,0,None,8.065,80,10,None,0.000,80,0,91.935,100.000,None,124
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,91A,VOTOS IMPUGNADOS,ACTA ELECTORAL PARA ENVÍO AL JEE,0,130,51.667,47.692,00000014,62,1,48.333,44.615,00000007,58,2,100.000,92.308,None,120,None,0.769,80,1,None,4.615,80,6,None,2.308,80,3,92.308,100.000,None,130
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,93B,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,131,44.444,42.748,00000014,56,1,55.556,53.435,00000007,70,2,100.000,96.183,None,126,None,0.000,80,0,None,3.817,80,5,None,0.000,80,0,96.183,100.000,None,131
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,91S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,142,49.606,44.366,00000014,63,1,50.394,45.070,00000007,64,2,100.000,89.437,None,127,None,2.113,80,3,None,8.451,80,12,None,0.000,80,0,89.437,100.000,None,142
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,92S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,121,45.299,43.802,00000014,53,1,54.701,52.893,00000007,64,2,100.000,96.694,None,117,None,1.653,80,2,None,1.653,80,2,None,0.000,80,0,96.694,100.000,None,121
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,95A,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,112,46.667,43.750,00000014,49,1,53.333,50.000,00000007,56,2,100.000,93.750,None,105,None,0.000,80,0,None,6.250,80,7,None,0.000,80,0,93.750,100.000,None,112
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,95U,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,133,42.857,40.602,00000014,54,1,57.143,54.135,00000007,72,2,100.000,94.737,None,126,None,0.000,80,0,None,5.263,80,7,None,0.000,80,0,94.737,100.000,None,133
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,91P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,134,42.424,41.791,00000014,56,1,57.576,56.716,00000007,76,2,100.000,98.507,None,132,None,0.000,80,0,None,1.493,80,2,None,0.000,80,0,98.507,100.000,None,134
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,94O,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,133,42.975,39.098,00000014,52,1,57.025,51.880,00000007,69,2,100.000,90.977,None,121,None,0.752,80,1,None,8.271,80,11,None,0.000,80,0,90.977,100.000,None,133
920203,ESCUELA JUAN BAUTISTA ALBERDI,AV. GENERAL PAZ N° 488, BARRIO CENTRO, CÓRDOBA,AMERICA,ARGENTINA,CORDOBA,96S,VOTOS IMPUGNADOS,ACTA ELECTORAL PARA ENVÍO AL JEE,0,127,51.376,44.094,00000014,56,1,48.624,41.732,00000007,53,2,100.000,85.827,None,109,None,0.000,80,0,None,9.449,80,12,None,4.724,80,6,85.827,100.000,None,127
920204,INSTITUTO DE CIENCIAS OHM,SANTA FÉ 1527 CORRIENTES (3400) ARGENTINA,AMERICA,ARGENTINA,CORRIENTES,97S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,50,34.694,34.000,00000014,17,1,65.306,64.000,00000007,32,2,100.000,98.000,None,49,None,0.000,80,0,None,2.000,80,1,None,0.000,80,0,98.000,100.000,None,50
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,97O,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,133,37.097,34.586,00000014,46,1,62.903,58.647,00000007,78,2,100.000,93.233,None,124,None,0.000,80,0,None,6.767,80,9,None,0.000,80,0,93.233,100.000,None,133
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,94K,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,142,41.270,36.620,00000014,52,1,58.730,52.113,00000007,74,2,100.000,88.732,None,126,None,2.113,80,3,None,9.155,80,13,None,0.000,80,0,88.732,100.000,None,142
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,97V,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,139,43.307,39.568,00000014,55,1,56.693,51.799,00000007,72,2,100.000,91.367,None,127,None,0.000,80,0,None,8.633,80,12,None,0.000,80,0,91.367,100.000,None,139
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,97P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,143,51.261,42.657,00000014,61,1,48.739,40.559,00000007,58,2,100.000,83.217,None,119,None,1.399,80,2,None,15.385,80,22,None,0.000,80,0,83.217,100.000,None,143
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,91S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,140,41.406,37.857,00000014,53,1,58.594,53.571,00000007,75,2,100.000,91.429,None,128,None,0.000,80,0,None,8.571,80,12,None,0.000,80,0,91.429,100.000,None,140
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,92S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,145,40.310,35.862,00000014,52,1,59.690,53.103,00000007,77,2,100.000,88.966,None,129,None,2.069,80,3,None,8.966,80,13,None,0.000,80,0,88.966,100.000,None,145
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,94U,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,120,43.396,38.333,00000014,46,1,56.604,50.000,00000007,60,2,100.000,88.333,None,106,None,0.833,80,1,None,10.833,80,13,None,0.000,80,0,88.333,100.000,None,120
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,97D,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,148,38.235,35.135,00000014,52,1,61.765,56.757,00000007,84,2,100.000,91.892,None,136,None,0.000,80,0,None,8.108,80,12,None,0.000,80,0,91.892,100.000,None,148
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,92L,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,165,48.630,43.030,00000014,71,1,51.370,45.455,00000007,75,2,100.000,88.485,None,146,None,1.818,80,3,None,9.697,80,16,None,0.000,80,0,88.485,100.000,None,165
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,93L,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,154,50.704,46.753,00000014,72,1,49.296,45.455,00000007,70,2,100.000,92.208,None,142,None,1.948,80,3,None,5.844,80,9,None,0.000,80,0,92.208,100.000,None,154
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,92P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,144,38.028,37.500,00000014,54,1,61.972,61.111,00000007,88,2,100.000,98.611,None,142,None,0.000,80,0,None,1.389,80,2,None,0.000,80,0,98.611,100.000,None,144
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,93P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,132,43.307,41.667,00000014,55,1,56.693,54.545,00000007,72,2,100.000,96.212,None,127,None,0.000,80,0,None,3.788,80,5,None,0.000,80,0,96.212,100.000,None,132
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,91D,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,142,45.385,41.549,00000014,59,1,54.615,50.000,00000007,71,2,100.000,91.549,None,130,None,0.704,80,1,None,7.746,80,11,None,0.000,80,0,91.549,100.000,None,142
920205,COLEGIO SECUNDARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57, ESQUINA 9, LA PLATA ,AMERICA,ARGENTINA,LA PLATA,91B,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,137,37.903,34.307,00000014,47,1,62.097,56.204,00000007,77,2,100.000,90.511,None,124,None,2.920,80,4,None,6.569,80,9,None,0.000,80,0,90.511,100.000,None,137
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,92B,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,141,48.413,43.262,00000014,61,1,51.587,46.099,00000007,65,2,100.000,89.362,None,126,None,2.128,80,3,None,8.511,80,12,None,0.000,80,0,89.362,100.000,None,141
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,91U,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,153,51.049,47.712,00000014,73,1,48.951,45.752,00000007,70,2,100.000,93.464,None,143,None,1.961,80,3,None,4.575,80,7,None,0.000,80,0,93.464,100.000,None,153
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,96G,ERROR MATERIAL,ACTA ELECTORAL PARA ENVÍO AL JEE,0,146,38.806,35.374,00000014,52,1,61.194,55.782,00000007,82,2,100.000,91.156,None,134,None,1.361,80,2,None,7.483,80,11,None,0.000,80,0,91.156,100.000,None,147
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,96G,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,128,53.226,51.562,00000014,66,1,46.774,45.312,00000007,58,2,100.000,96.875,None,124,None,1.562,80,2,None,1.562,80,2,None,0.000,80,0,96.875,100.000,None,128
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,93U,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,162,52.212,36.420,00000014,59,1,47.788,33.333,00000007,54,2,100.000,69.753,None,113,None,1.852,80,3,None,28.395,80,46,None,0.000,80,0,69.753,100.000,None,162
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,91L,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,136,38.889,36.029,00000014,49,1,61.111,56.618,00000007,77,2,100.000,92.647,None,126,None,1.471,80,2,None,5.882,80,8,None,0.000,80,0,92.647,100.000,None,136
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,97B,ILEGIBILIDAD,ACTA ELECTORAL PARA ENVÍO AL JEE,0,#,51.493,47.917,00000014,69,1,48.507,45.139,00000007,65,2,100.000,93.056,None,134,None,2.778,80,4,None,4.167,80,6,None,0.000,80,0,93.056,100.000,None,144
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,96U,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,132,41.322,37.879,00000014,50,1,58.678,53.788,00000007,71,2,100.000,91.667,None,121,None,2.273,80,3,None,6.061,80,8,None,0.000,80,0,91.667,100.000,None,132
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94L,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,147,29.851,27.211,00000014,40,1,70.149,63.946,00000007,94,2,100.000,91.156,None,134,None,2.041,80,3,None,6.803,80,10,None,0.000,80,0,91.156,100.000,None,147
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94V,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,171,44.828,38.012,00000014,65,1,55.172,46.784,00000007,80,2,100.000,84.795,None,145,None,2.339,80,4,None,12.865,80,22,None,0.000,80,0,84.795,100.000,None,171
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,92G,ERROR MATERIAL,ACTA ELECTORAL PARA ENVÍO AL JEE,0,129,46.903,42.742,00000014,53,1,53.097,48.387,00000007,60,2,100.000,91.129,None,113,None,2.419,80,3,None,6.452,80,8,None,0.000,80,0,91.129,100.000,None,124
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94K,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,137,45.736,43.066,00000014,59,1,54.264,51.095,00000007,70,2,100.000,94.161,None,129,None,1.460,80,2,None,4.380,80,6,None,0.000,80,0,94.161,100.000,None,137
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94G,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,131,43.750,42.748,00000014,56,1,56.250,54.962,00000007,72,2,100.000,97.710,None,128,None,0.000,80,0,None,2.290,80,3,None,0.000,80,0,97.710,100.000,None,131
920205,COLEGIO PRIMARIO SAGRADO CORAZÓN DE JESÚS,CALLE 57 ESQUINA CON 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,96P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,144,43.902,37.500,00000014,54,1,56.098,47.917,00000007,69,2,100.000,85.417,None,123,None,2.083,80,3,None,12.500,80,18,None,0.000,80,0,85.417,100.000,None,144
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,92A,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,165,45.098,41.818,00000014,69,1,54.902,50.909,00000007,84,2,100.000,92.727,None,153,None,1.212,80,2,None,6.061,80,10,None,0.000,80,0,92.727,100.000,None,165
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94B,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,141,51.240,43.972,00000014,62,1,48.760,41.844,00000007,59,2,100.000,85.816,None,121,None,2.837,80,4,None,11.348,80,16,None,0.000,80,0,85.816,100.000,None,141
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,96D,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,144,48.855,44.444,00000014,64,1,51.145,46.528,00000007,67,2,100.000,90.972,None,131,None,1.389,80,2,None,7.639,80,11,None,0.000,80,0,90.972,100.000,None,144
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,93S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,128,43.902,42.188,00000014,54,1,56.098,53.906,00000007,69,2,100.000,96.094,None,123,None,0.000,80,0,None,3.906,80,5,None,0.000,80,0,96.094,100.000,None,128
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,143,48.855,44.755,00000014,64,1,51.145,46.853,00000007,67,2,100.000,91.608,None,131,None,0.699,80,1,None,7.692,80,11,None,0.000,80,0,91.608,100.000,None,143
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94O,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,146,45.522,41.781,00000014,61,1,54.478,50.000,00000007,73,2,100.000,91.781,None,134,None,1.370,80,2,None,6.849,80,10,None,0.000,80,0,91.781,100.000,None,146
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,91K,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,144,43.750,38.889,00000014,56,1,56.250,50.000,00000007,72,2,100.000,88.889,None,128,None,0.694,80,1,None,10.417,80,15,None,0.000,80,0,88.889,100.000,None,144
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,96O,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,149,47.101,43.624,00000014,65,1,52.899,48.993,00000007,73,2,100.000,92.617,None,138,None,0.671,80,1,None,6.711,80,10,None,0.000,80,0,92.617,100.000,None,149
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,91D,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,139,35.294,30.216,00000014,42,1,64.706,55.396,00000007,77,2,100.000,85.612,None,119,None,2.158,80,3,None,12.230,80,17,None,0.000,80,0,85.612,100.000,None,139
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,94P,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,151,47.857,44.371,00000014,67,1,52.143,48.344,00000007,73,2,100.000,92.715,None,140,None,1.987,80,3,None,5.298,80,8,None,0.000,80,0,92.715,100.000,None,151
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,93G,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,138,36.364,34.783,00000014,48,1,63.636,60.870,00000007,84,2,100.000,95.652,None,132,None,1.449,80,2,None,2.899,80,4,None,0.000,80,0,95.652,100.000,None,138
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,92B,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,153,45.455,42.484,00000014,65,1,54.545,50.980,00000007,78,2,100.000,93.464,None,143,None,0.654,80,1,None,5.882,80,9,None,0.000,80,0,93.464,100.000,None,153
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,92A,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,151,43.262,40.397,00000014,61,1,56.738,52.980,00000007,80,2,100.000,93.377,None,141,None,0.000,80,0,None,6.623,80,10,None,0.000,80,0,93.377,100.000,None,151
920205,ESCUELA SECUNDARIA  PUBLICA N° 34,CALLE 58 ENTRE 8 Y 9 - LA PLATA,AMERICA,ARGENTINA,LA PLATA,91S,CONTABILIZADAS NORMALES,ACTA ELECTORAL NORMAL,0,145,43.704,40.690,00000014,59,1,56.296,52.414,00000007,76,2,100.000,93.103,None,135,None,2.759,80,4,None,4.138,80,6,None,0.000,80,0,93.103,100.000,None,145
920206,FEDERACIÓN MENDOCINA DE BOX,AV. BARTOLOMÉ MITRE 1771, CIUDAD, MENDOZA,AMERICA,ARGENTINA,MENDOZA,96D,VOTOS IMPUGNADOS,ACTA ELECTORAL PARA ENVÍO AL JEE,0,156,44.218,41.667,00000014,65,1,55.782,52.564,00000007,82,2,100.000,94.231,None,147,None,1.282,80,2,None,3.846,80,6,None,0.641,80,1,94.231,100.000,None,156
